DataSet Entry ID	Text	Tagger Pid	Date	Defect Severity	Injury Timing	Defective Component	Complaint Type	DERIVED-Defect	Comment	Authority?
19152844	I live in a complex that controls what appliances we have.  The property management company always uses GE.  My previous GE dishwasher worked fine, but my stupid property management insisted on replacing it and other kitchen appliances simply because they were over 10 years old.  Well, this is the dishwasher they stuck me with.  It's the only model they keep in their warehouse for our housing units' appliances.  I called them to complain, but they told me it was still under warranty at the time, so I'd have to call GE to complain.  I did and the repairman was very rude and unwilling to fix it.  He lectured me about my water heater needing to be turned up (WRONG!  It was already turned up as high as it'll go) and needing to run the hot water from the kitchen faucet for a while first - bullshit!  It did nothing to help.  Once the warranty expired, I got back to property management, and our repairman came to lecture me on using Lemi-Shine and/or vinegar and how detergents no longer use phosphates, proper loading, yada, yada, yada...I've never had such problems with other dishwashers EVER!If I soak my dirty dishes in the sink in soapy water, then rinse with the sprayer, then load them into this piece of crap dishwasher and run it, they come out DIRTIER than before!  How is that even possible?!  So then, I have to wash each dish by hand afterward!  What's the use of having a dishwasher if the only way I can get my dishes clean is to wash each one by hand the old-fashioned way?!  BTW, the cycle takes a really long time, so it's also a huge waste of electricity (my water bill is covered in my monthly assessments, so that doesn't make a difference to me personally at the moment).  This POS is a waste of kitchen cabinet space!I will save up for a dishwasher of my choosing and override my Nazi property management's stupid rules because I'm running out of paper plates and plastic forks, etc. 	jacqu95	10-25-2015 20:18:51	Performance Defect		SprayArm Component Defect	Cleanliness Complaint	Yes		false
74333912	KitchenAid Superba Series KUDS30IXBLBeen doing my Consumer Reports and Amazon research to replace a 2 year old GE Profile dishwasher that doesn't clean well and the auto-detergent dispenser failed in the first two months of ownership.(Don't waste money on that option)I prefer a machine with a disposer and self-cleaning filtration system which this machine has. Many companies are getting away from disposers and using owner cleaning required filter systems that unscrew from the front of the wash tub inside the machine.Over the years I have had Bosch, GE, and Whirlpool dishwashers at high and low price points. I always do the installation myself so I know it is done right. This is my first KitchenAid dishwasher and I must say I am impressed with it on the installation and operational aspects. I also consulted with a sharp appliance person who recommended this model as well.Installation:Unlike all the others; the KitchenAid uses a 90 degree garden hose thread fitting to mate with the copper tubing or the steel braided hot water line. (Personally I always use the braided lines). This makes the final water line installation a breeze since the fitting goes on to the water valve easily without having to use a 5/8 wrench under the limited space with the machine installed in the cabinet compartment. The drain line is set up to join the primary line under the front of the machine so you can pre-install the drain hose to your disposal nub (make sure you knock out the plug!). Note- The drain line on the machine will have some water in it from the final assembly test at the factory so plan to have a rag for the small amount of water that will come out when you lower the hose to make the drain line connection. Electrical 120v is standard with the right front area under the machine being the location for the standard 3-wire tie in. Hardwire or use a custom assembled power cord depending on the local electrical code.This machine comes with the best sound insulation I have ever seen on a dishwasher. The white blanket covers all three sides and extends to the bottom of the machine just above the floor. You will also note the lower front panel has very thick insulation custom cut for the underside of the machine. It snugs up nicely and attaches easily with the quarter-turn fasteners to hold it securely after you have conducted your leak checks from the first couple of test runs. This machine has an open underside where the fill valve and pump motors are visible and not totally encased in a waterproof tub like a Bosch machine. You can purchase a 9v power water alarm detector to place under the machine by the water valve if you like a little early warning system for a pending water leak problem.Last but not least on the install front; the machine has two wheels located on the rear of the washer frame which makes it a really smooth push back into the cabinet hole area. The wheel height can be adjusted and the front frame leveling pins can be adjusted as well. See the online install manual for all the details.Operational aspects:Many of the standard control buttons and features are on the front panel and the nice LED blue lights make it easy to see what you have selected. When heated drying takes place a red light will illuminate and finally a green light when everything is done. The instruction manual has a complete list of functions/times/gallons and energy usage data if you need it.The inside of the machine has a four blade lower wash arm, two blade middle, and mini-two blade top arm. What sets this machine apart is the pot scrubber jets that are located on the lower back wall of the tub. These blue colored jets will scrub your pots with four nozzles facing into the machine. Be sure to place your pots and casserole dishes with the dirty side facing these jets in the back. Also of note is the upper mini-two blade wash arm which is smaller then normal, but prevents tall glasses etc. from being hit by the arm when it is spinning in the normal operation.The heated drying works well and my dishes have been coming out spotless while only adding 30 minutes to the run time.My old machines always had a problem with some tub staining from the hard water in southern California so I have changed detergents and am using Cascade Complete pillow tabs which you can get on sale at Amazon or Walmart. They do a great job and leave NO RESIDUE in the machine.FINAL NOTE- This machine has a pulse effect wash in the beginning of the washing cycle where you will hear the washer turn on and off inside. This is normal and does not mean the machine is broken. (Just part of the pre-wash before the main cycle)Don't let that startle you when you start the first test run.05/03/2013- 30 day user update: Machine and Cascade pillow tabs are working great. The only shortcoming on the machine would be the lack of a time remaining display on the front panel. Not a deal breaker by any means.....Zircon Leak Alert Electronic Water Detector, 1-Pack06/22/2013- Follow up: Dishwasher still doing great. I found out that about a cup of vinegar in the washer before starting once a week really keeps things sparkling......much cheaper that Rinse-aid .......yeah I know your grandma has been using this homemaker remedy for years....better late than never.....! 	jacqu95	10-25-2015 20:18:51	No Defect		No Component Defect	No Complaint	No		false
71920577	I love my dishwasher, it does a great job! The instruction manual is horrible! Actually, this is my second dishwasher. The first I ordered was faulty, the unit had no idea what it was doing! The second works great. I did notice the instruction manual was different from the first product, however the way it's written, it's trial and error. I like how you can pile a lot in this unit, and everything comes out clean. My plastic, acrylic comes out white sometimes. Don't plan on your aluminum pans to stay bright, but who cares, I don't have to wash by hand anylonger! My first manual mentioned Epsom salt, the second manual read good quality salt, so I remembered I had I huge bag on the front porch for the snow, the natural stuff,this will last for years! So all in all, it's a great washer once you research your own instructions. 	agilay	10-25-2015 20:21:08	No Defect		No Component Defect	No Complaint	No		false
36180405	Just got this unit a week ago. Seems to clean very well and it's MUCH quieter than our 10-year old Kitchenaid. The old machine did have something we miss - little clips in the top rack to hold plastic lids/tupperware. The Bosch sprays these things around and turns them upside down, filling them with water every time.Also, the child lock is only half-useful. It can only be activated after you've started a cycle, not before. So you can't prevent children from turning it on, just playing with it after it's already running.Also I find the on/off button a bit strange for a dishwasher. Don't think I've seen that before. 	agilay	10-25-2015 20:21:08	No Defect		No Component Defect	No Complaint	No		false
38331204	I recently got this dishwasher and I've been quite pleased with it.  I had a place that had a very basic dishwasher that was starting to leak so I used it as an excuse to get a nice dishwasher.  My main goal was to find a dishwasher that I could throw dishes into with only a minimum of pre-washing.  After a little looking around, I bough this model on the recommendation of Consumer Reports.  Then I logged onto Amazon only to see a lot of negative comments.  Uh oh...First of all in terms of space, I find it to be very spacious, far more so than my last dishwasher.  The top rack in particular has a lot more depth to it so that I can place larger glasses and stemware in it without any finagling.  I suppose this mostly comes down to a matter of comparison, but I found it to be substantially improved.The Storm Wash feature works really well against everything I've thrown at it so far.  Basically this is just an extra spray nozzle located under a part of the bottom rack that shoots water straight up.  So if you have a heavily soiled dish, you put it face down on this thing and it will clean it really well.  I threw a chili crock pot at it, no problem.  Had a casserole dish from making cornbread that I didn't touch with a scrub brush and it was nice and clean when done.It's not immortal, you can't have big chunks of food in it of course, but I've found that as long as you get the cursory large chunks of debris it handles the small stuff really well.  The one caveat on this is that I've noticed that if you use Storm Wash and put glasses on the side that's over that nozzle, I tend to get some caked on food bits in the glasses on that side.  Makes sense when you consider how the water flows when running that cycle.  So just don't put glasses in that spot when Storm Washing and it's fine.One other observation is that the smart setting for dishes isn't very smart.  I just find that my dishes aren't as consistently clean on that setting.  I'm probably saving water and energy, but my goal is to get my dishes clean.  Basically if I've got anything vaguely demanding in the washer, I throw it on Pots and Pans cycle and that really seems to do the job.It's crazy quiet.  I had a party and ran it during the party when everybody was in the kitchen and you couldn't tell it was even on.  It's so well sealed and insulated that I'll find the dishwasher is actually still warm and humid days after I've done a load of dishes.The control panel is a little odd in how it works, but once I figured out that I had to hold the power button down to get it to come on it's been fine.  Haven't had any problems with it, but we'll see how it does over time.So my overall impression is that if it holds up I got the right dishwasher.UPDATE:  So I've now had this dishwasher for a while and I've gotten some sense of where it might be going wrong for some people.  First of all if you load dishes too close to the soap door, then the soap door won't open properly.  So just be aware of that.The other thing I've noticed is that while theoretically it can hold a lot of dishes, in reality, the effectiveness of the dishwasher declines pretty quickly if you load it with too many dishes.  Basically if you're going to do a large number of dishes, you'll definitely want to pre-clean them.  If you keep it to lighter loads though it's a very effective dishwasher at scouring off even the worst caked on crap.I've had no issues with the electronics or any kind of malfunction.  So I'm quite pleased.UPDATE 2: So I've now had this for almost two years and it still works great.  I love being able to throw caked on dishes into the storm wash and know it'll just come out clean.  Highly recommended. 	agilay	10-25-2015 20:21:08	No Defect		No Component Defect	No Complaint	No		false
35287378	Purchased: 9/30/2009.  In less than two years years, we have had numerous leaking issues with this dishwasher. Our dishwasher begain leaking from the bottom right-corner of the door shortly after receiving it due to the fact that both splash guards had become dislodged and were sitting in the bottom of the dishwasher. Service was called and the unit repaired. Then a short while after that, the dishwasher flooded our newly remodeled kitchen due to a faulty water pump. When the service technician installed the new water pump (replaced under factory warranty), he also replaces the two splash guards as he had noticed they had cracked (rubber split apart from the plastic tab). Less than six months later, the dishwasher was again leaking from the bottom-right corner of the door and the splash guards were again split apart. I replaced the splash guards myself this time, saving a service call. In my opinion, the dishwasher was found to leak during testing of the design and the splash guards were created to address this obvious design flaw. However, every time you roll out the bottom tray, the rollers run directly over the rubber on the splash guards, which causes them to crack and then allow water to escape. Now a few months later, the idshwasher has again flooded our newly remodeled kitchen, and like the previous reviewer, we are no longer using it and trying to get Frigidaire to replace it. I would highly recommend looking for a different manufacturer when looking to purchase a dishwasher. 	agilay	10-25-2015 20:21:08	Performance Defect		Multiple Component Defects	Leak Complaint	Yes		false
52287080	Bought and shipped directly to my Japanese address. I was worried that it would not hook up directly to my Japanese kitchen faucet, had no problems at all (although I had to take channel locks to the adapter to get a good seal, hand tightening was not enough).This thing is awesome, I have no complaints. 	agilay	10-25-2015 20:21:08	No Defect		No Component Defect	No Complaint	No		false
73218700	Works really well on plastic leftover containers and glass cups. Have had trouble finding the salt required for the built-in water softener. Have had instances where food deposits are left on plates. Overall I am satisfied. 	jacqu95	10-25-2015 20:21:54	No Defect		No Component Defect	No Complaint	No		false
18059122	don't order this item via amazon.  their third-party seller ships UPS, which destroyed not one but two units and let me tell you crating a dishwasher that arrived sans crate in the first place is not a fun job.  i don't know what the problem is, but after two tries through amazon I gave up, called the local appliance store, and paid $200 more.that said, the unit is very good.  it's so quiet I have to press my ear against the front panel to hear any noise at all.  drinking glasses come out without a spot.  on the other hand I don't like the touchpad controls.  they respond only to full-strength finger pressure.  also, the unit requires special detergent capsules as well as a rinse agent which must be refilled occasionally in a separate reservoir. 	jacqu95	10-25-2015 20:21:54	No Defect		No Component Defect	No Complaint	No		false
83728663	As a student I am short on time, and let's be honest, when I do have time, I DON'T want to be doing dishes!!! On top of my need for one, this dishwasher is AMAZING!!! The dimensions are correct. It is placed on the counter facing my sink and the water tubes reach all the way around no problem. This is surprisingly easy to use and very efficient. The dishes come out clean and it holds a decent capacity, enough for 2 people about every day, sometimes less often. We leave the door cracked when not in use to avoid any mustiness. As an apartment dweller, this is a must have. 	jacqu95	10-25-2015 20:21:54	No Defect		No Component Defect	No Complaint	No		false
78367329	This is a piece of JUNK. The soap dispenser fails to open, which constantly results in dirty dishes and the need for multiple wash cycles. The only setting that works even a little bit is the normal cycle. You can't use the more powerful cycles, because they don't do anything to clean your dishes. You have to manually open the dispenser if you even want any soap in your wash, which is then used in the prewash only. Its AWFUL, AWFUL, AWFUL at cleaning dishes. If the dispenser actually does open, the dishes are still not clean. I have found brown scum on our glasses and containers. We have had it serviced multiple times. The repair people only check the water temperature (which is fine), checked my soap (I use Finish, which they said was fine), and said to use Dishwasher Magic to clean out the machine every couple of months. What? My old harvest gold dishwasher worked WAY better than this one and without the high maintenance! The repair people replaced the dispenser, but it still doesn't open. Save your money! Fortunately, we did purchase an extended, 5-yr, warranty with our dishwasher. However, you have to have 3 functional repairs and 1 diagnostic repair before Lowes will even consider replacing the unit. That is AFTER you have entered the extended warranty period. That amounts to over 20 hours of time and several weeks of annoyance and customer service calls (IF the appliance people actually show up)! They don't care at all that a consumer has a countertop full of dishes, pays more money in rewashing dishes multiple times, or that a consumer has to babysit the house for four hours at a time for a repair person *maybe* to show up. Don't buy this. Really. Save yourself the frustration. 	jacqu95	10-25-2015 20:21:54	Performance Defect		SprayArm Component Defect	Cleanliness Complaint	Yes		false
36760198	We replaced our old, busted fuse with this one and our washer has been running quite happily since. No issues. 	jacqu95	10-25-2015 20:21:54	No Defect		No Component Defect	No Complaint	No		false
69472107	I got this on December 22, 2005 which was two days after I ordered it and about a week before I thought it would be delivered. That was a great surprise and I was happy about it. It was in perfect condition. It's awkward for one person to handle the box, but was delivered right to my porch. I needed someone to help me get it out of the box and up on the counter, but after it was up there I moved it myself from one side of the sink to the other when I rearranged things in the kitchen to accommodate the best placement. The connections were easy. The learning curve on how to use and choose the cycles available took a bit longer, but was not problematic. The longest cycle is about 47 min and the shortest is about 20 min. I spent the week (I had the week off) washing things that needed dishwashing - things that don't sparkle from hand-washing and tend to get dingy. Included were dishwashing detergent and also a liquid rinse agent to add to the dispenser in the door. Depending on what size your glasses and dishes are, you can fit a decent amount into the dishwasher and you can take part of the rack out if you want to do only a lot of glasses or for something that needs a lot of room by itself.  The glasses and dishes have been sparkling when they come out and very hot if you use the sani-cycle. The only thing that hasn't been wonderful is that if I put tea and milk into my clear tea mugs, sometimes there is a faint cloudy film on the cup that doesn't come off in the wash.  A couple of times I've had to wet them and wipe them out after they came out. Over all I'm very pleased. This is after 3 weeks. I will update if need be. 	jacqu95	10-25-2015 20:23:28	Performance Defect		No Component Defect	Cleanliness Complaint	Yes		false
87929112	We bought a Bosch SHX7PT55UC, which is close to the top of their line, for $1299. It has three features we especially wanted. (1) An internal water softener. Although the web site of our water company says our water is soft, several test strips told us otherwise. (2) An absolutely unblemished stainless steel front. There are no visible controls when the door is shut. (3) A digital timer light that displays the time remaining in the cycle on the floor. Because these washers take a generous amount of time and the controls are invisible, we wanted a quick way to see what it was doing and when it would finish.The washer has worked well for the first month at least, with one curious exception. All the complicated settings for the machine must be entered by programming it. However, the manual does not correctly describe the sequence of buttons to control different feature settings. We had the Bosch/Thermador repairman out to verify the settings are are chosen by pressing a different sequence of buttons than those explained in the manual. Putting 2 and 2 together, we looked at the manual for a roughly equivalent Thermador unit. Although our machine says Bosch on the metal, it is actually a Thermador in so far as how the electronics work. Weird. At least they could confess and tell us where to get the correct manual.  Of course, the Bosch/Thermador employee kept to his story, that he did not know what was going on. 	jacqu95	10-25-2015 20:23:28	No Defect		No Component Defect	No Complaint	No		false
22377763	Just received my new dishwasher, and it seemed to be working fine but am receiving the error code E1 and no where can I find out what it means. Also the detergent door does not open. The unit also drains very, very slow, nearly 45 minutes to shut off. 	jacqu95	10-25-2015 20:23:28	Performance Defect		Latch Component Defect	Other Complaint	Yes		false
63378611	Was skeptical of this whole counter top dishwaherndeal got it today and did great.  Had week old dishes covered ran first load on pots and pans with some jet dri added once completed all of them were spotless.  Assuming it last great product. 	jacqu95	10-25-2015 20:23:28	No Defect		No Component Defect	No Complaint	No		false
58338540	It arrived on time. It was very easy to set up and it cleans great.  I am very happy with my purchase. I love it! 	jacqu95	10-25-2015 20:23:28	No Defect		No Component Defect	No Complaint	No		false
43896334	First of this is a low to midrange product not a $1000 unit (less than half that) It works very well for being a cheap, relatively, dishwasher. As far as it taking 5 hrs to clean dishes, turn off auto, and heres a thought, plug it in!. 35-50 mins  all cycles but auto... never used auto.. wastes too much ammo. This dishwasher cleans dishes about as well as any dishwasher, and better than a lot..holds a lot of dishes and no prewashing necessary! 	jacqu95	10-25-2015 20:25:44	No Defect		No Component Defect	No Complaint	No		false
66614279	Never thought there'd be a day when I thought an appliance as a luxury, but this dishwasher has been wonderful. Having three racks has been great. All that small little stuff--chopsticks, plastic ware lids, long spoons, water bottle lids--can just be thrown up in the third rack.The dishwasher as a whole is extremely configurable. Racks can be adjusted by folding down prongs to accommodate big or small items. Lots of variety in settings, and has a countdown display so you can see when your cycle will end.It's quiet to us--compared to our old dishwasher, and gets the dishes very clean without the pre-washing we had to do with our old dishwasher. We love it. When the little song plays at the end of the cycle, I do happy dance of clean, fresh dishes. Wish I had bought one sooner. 	jacqu95	10-25-2015 20:25:44	No Defect		No Component Defect	No Complaint	No		false
36511096	Purchased this dishwasher new three years ago. Looks great, but doesn't fully clean dishes. We use name brand soap and rinse aid, however still find it necessary to thoroughly rinse dishes before running through dishwasher. Based upon our experience, we could not and would not recommend this particular dishwasher. 	jacqu95	10-25-2015 20:25:44	Performance Defect		No Component Defect	Cleanliness Complaint	Yes		false
61704259	We got this dishwasher as a gift about 18 months ago. I was thrilled to have a Bosch dishwasher and thought this was a great update to our previous lesser-known brand dishwasher. Boy was I wrong. This dishwasher has given us nothing but problems that no one is able to properly diagnose, meaning we have already spent double the purchase price in repairs and it's still not working properly! I would definitely advise folks to steer clear of this dishwasher and I personally will not try a Bosch dishwasher again since the internet is filled with other bad experience stories about other Bosch dishwashers. 	jacqu95	10-25-2015 20:25:44	Performance Defect		Other Component Defect	Other Complaint	Yes		false
60075119	This is by far the worst one we've ever owned. Piece of junk. It takes several tries to turn on, often doesn't clean well, and had to be essentially tossed after a year. Sadly for Bosch, it turned us off the entire brand. That's the cost of migrating down, I guess. 	jacqu95	10-25-2015 20:25:44	Performance Defect		SprayArm Component Defect	Cleanliness Complaint	Yes		false
41058770	I have had my Miele for six years now and the drain light goes on regularly every two weeks. This means emptying the lower rack and hand draining water before you can re-set the machine. In the beginning, we had Miele out but they never came up with any resolution; maybe water pressure, maybe... We now thoroughly rinse all our dishes and the drain light still shows food clogs regularly. When we take apart the drain hose, we never find anything wrong. I would never buy one of these again. 	agilay	10-25-2015 20:25:47	Performance Defect		Other Component Defect	Other Complaint	Yes		false
60695870	I gave it one star because some of ya'll might enjoy the constant beeping this thing does. Personally it startles me, sounds like someones flatlining in the ER! It worked sometimes, didnt other times. Had it about a month,I'm returning it cuz all that works all the time is the beeping noises...how retarded! If your machine works as horrible as mine and you wanna be even more staggered...check out the reviews for the Danby portable washer...jeez...what were we all thinking buying this beeping broken contraption? I havent tried Haier customer service, but based on all the lovely comments here about their professionalism, I'm not expecting to get anywhere with them. I'm returning this and getting the Danby..hopefully it cleans more often than it beeps...otherwise I resort to plan C...hire someone to do my dishes..or plan D...break out the old plastic tableware! 	agilay	10-25-2015 20:25:47	Performance Defect		Other Component Defect	Other Complaint	Yes		false
65718377	After doing extensive research on dishwashers, we selected this model Bosch.  This dishwasher is amazing.  Cleans tremedously, the dishes are spotless every time.  Quiet performance.  A terrific value and excellent cleaning ability.  Buy this one and you will not be disappointed! 	agilay	10-25-2015 20:25:47	No Defect		No Component Defect	No Complaint	No		false
81851346	This starts out as almost a carbon copy of another one-star review, I even commented under their review before being motivated to quip my own experience.  Received with a dented door and broken wheel, not the fault of the shipper.  It also had water in the basin and internal packaging was damp, leading me to believe this was a defective return Danby repackaged after they intended but forgot to refurb and pass off as new.  I know it would be too much of a coincidence that this unit belonged to the previous reviewer... but it makes me wonder?!?  Fortunately I still had 90% of the original packaging and contacted Amazon within 24 hours of delivery, so I speculate the return and credit will go off without a hitch.  Very frustrating, I thought I had washed my last dish. 	agilay	10-25-2015 20:25:47	No Defect		Other Component Defect	Other Complaint	No		false
51426359	The dishwasher was very well packed and arrived in perfect condition. The set-up and operating instructions are only so-so, but luckily I had a similar portable dishwasher in the '70's so I knew how to attach the special aerator to the faucet and attach the hoses to that aerator. I also knew that the little red button was to release the pressure so you don't get squirted when you disconnect the hoses from the aerator.The manual also doesn't explain what to expect during the various cycles so we were at first concerned when it did NOT pump out all the water in the tub at the very beginning of the #34;dry#34; cycle during a #34;rinse-only#34; test. However, my daughter (the user) reports that all is well and that patience is a virtue with this machine (that is, the cycles are very long). 	agilay	10-25-2015 20:25:47	No Defect		No Component Defect	Time Complaint	No		false
27122432	I am so unhappy with this product.  I just remodeled our kitchen in our vacation home and we used the Gallery series.  The other appliances are fine (love the fridge!).  But the dishwasher doesn't seem to be working right.  We have spots on the dishes and they don't seem clean, even after a prolonged wash cycle.  In my other home, I have a Bosch - it is about 13 years old and is just awesome.  I wish I had put out some extra money and bought a Bosch. 	jacqu95	10-25-2015 20:27:40	Performance Defect		SprayArm Component Defect	Cleanliness Complaint	Yes		false
48449042	Great product, very pleased with the quality and performance.  I would recommend this dishwasher to others and would buy it again. 	jacqu95	10-25-2015 20:27:40	No Defect		No Component Defect	No Complaint	No		false
73693660	We purchase an LG electric range, microwave refrigerator, and dishwasher in May of 2011.There has been a problem with every appliance! Very disappointed with LG would never buy Again! 	jacqu95	10-25-2015 20:27:40	Performance Defect		Other Component Defect	Other Complaint	Yes		false
63775263	We bought this double drawer after having it come highly recommended.  Hubby loved how quiet it cycled; for about a month.  I felt the dishwasher failed miserably to clean dishes.  Then came the failure notices.  We had to have the drawers serviced time after time.  Six total in two years.  They flooded, they jammed, they failed to operate.I recommend waiting on these new designs until well after they have been tested and then read, read, read.  The best advice came from Consumer Reviews which recommended the drawer dishwasher only for under the wet bar to clean drink glasses.  I agree.  We cook, we bake, we USE our kitchen and need a dishwasher that functions all day long. 	jacqu95	10-25-2015 20:27:40	Performance Defect		Multiple Component Defects	Multiple Complaints	Yes		false
45041433	Bought this diswasher from Lowes 2 years ago and just had to replace it.  In the two years, the control panel broke, it leaked 2 times all over my kitchen floor and the wheels on the top rack broke 4 times. Rack components were very cheaply made and they charge you $25 a piece for each plastic component.  I finally replaced it when I had literally spent as much fixing it as I spent on it.  Kitchen aid was zero help in compensating me for the lemon of a product and they would not publish my review on their kitchenaid site. 	jacqu95	10-25-2015 20:27:40	Performance Defect		Multiple Component Defects	Multiple Complaints	Yes		false
67673771	Bought this at a local appliance store for $229.00, a good price for a dishwasher, I didnt need anything special, I just wanted something to clean my dishes so I could stop handwashing them. I had it installed and it looks and works great, very simple, basic controls, does a good job cleaning and rinsing the dishes.My only complaint is the silverware basket is very small, about less than half the size of my old dishwasher, and the smallest I have seen in any model, I didnt notice that when I purchased the dishwasher. I wish I had kept the old basket from the old machine.Other than that,its built well, all metal exterior something you dont see in other brands, and seems sturdy,more so than the one I replaced.Overall, a good value for the money.If you want a basic machine that washes dishes, this is the one to check out. 	jacqu95	10-25-2015 20:29:47	No Defect		No Component Defect	No Complaint	No		false
64318813	I purchased this model at the end of March, 2010 and the motor was already replaced by June 15th, 2010 due to a loud squeaking/whistling noise during cycling.  My dog would even tilt his head because the whistle was so loud.  The repairman told me that the motors on this model has been giving people trouble with noises so he replaced the motor.  He told me he as replaced a lot of motors for this model.  Here it is now July 14th and last night I ran the dishwasher with a full load and now the motor is making a horrific grinding noise to the point where I have to stop the 90 minute cycle because I cannot stand the noise.  I do NOT recommend this model at all.  Piece of Crap! 	jacqu95	10-25-2015 20:29:47	Performance Defect		Other Component Defect	Noise Complaint	Yes		false
24208389	We bought this Bosch Dishwasher to replace a 12 year old Kitchenaid model.  The Bosch is so much better.  Supper quiet.  Our dishes come out sparkling clean.  The dishwasher has a simple setup program that allows you to increase the heat in the drying cycle and to increase the Santizing period and you can ever program the amount of spot free gel to use each wash.  The unit is well built with a stainless steel interior.  We installed it ourselves saving $150 in installation fees and the installation only took an hour.  Simple directions, easy to install.  We love it. 	jacqu95	10-25-2015 20:29:47	No Defect		No Component Defect	No Complaint	No		false
87038981	Do not buy a Samsung Dishwasher. We are on our FOURTH Stainless Steel Samsung Dishwasher. They look great and are extremely quiet but they are NOT functional! Ours keeps displaying a 5E error message, the plastic parts to adjust the top rack have broken off and the dishwasher smells like spoiled milk, even after a full clean cycle. The WORST! Samsung does not stand behind it's products and I think they expect consumers to buy a new dishwasher every year! Do not buy a Samsung Dishwasher! 	jacqu95	10-25-2015 20:29:47	Performance Defect		SprayArm Component Defect	Multiple Complaints	Yes		false
52719886	My 1st Danby counter top dishwasher lasted 9 years. I ordered this and got it in 4 days and it works great so far. I rather have this than a full size. 	jacqu95	10-25-2015 20:29:47	No Defect		No Component Defect	No Complaint	No		false
62229586	I love my new countertop dishwasher. I've been using it for more than a week. No more dirty dishes on the counter waiting to be washed in addition to no more dish washing!Here are some things to know:1. It's heavy and comes in a big box. You may need someone to help you with it.2. Run the water until it gets hot before attaching the dishwasher hose.3. Follow the diagrams for loading the basket. If your dishes don't face toward the center of the dishwasher, they won't get cleaned.4. There's absolutely no information about the manufacturer in the manual. There's no way to contact them.5. There's absolutely no information about ordering parts in the manual. Guess you're out of luck if you need a replacement part.Comment 4 and 5 resulted in a four-star review. 	jacqu95	10-25-2015 20:31:16	No Defect		No Component Defect	No Complaint	No		false
71479593	I was not convinced this would be big enough for my needs but boy was I wrong!  I love everything about this dishwasher, it is easy to hook up and run. It does a great job on everything. And the price is so low....I would reccomend this to anyone who lives in an apartment and has limited space! 	jacqu95	10-25-2015 20:31:16	No Defect		No Component Defect	No Complaint	No		false
14195318	Anyone have control panel issue with your Samsung DISHWASHER DMT800RHS/XAA or DMR78AHS?I had *both* dishwashers and have suffered through control panel issues and nearly a dozen service calls between the two- not resolved yet. :(But I was just notified by my local repair service that last week (first week of February 2013) Samsung released a NEW CONTROL PANEL with an additional resistor. If you've paid for service or are still trying to get your dishwasher repaired, this resistor MAY be the answer to your problems, and you may want to give Sammie a call. Ask for Executive Service.Seems similar to the capacitor sizing flaw in their TVs that led to a class action lawsuit.  Hopefully Samsung takes care of their customers without a judge needing to tell them what reasonable service consists of. 	jacqu95	10-25-2015 20:31:16	Performance Defect		Button Component Defect	Other Complaint	Yes		false
20502255	I have had this dishwasher for about 18 months. It cleans dishes very well. It has a sanitize cycle. The pro Scrub option is neat. When it works, it cleans my dishes well.However,I've had:3 dispensers replaced2 control panels replaced (these cost $150-200, but it was under warrnaty. I also bought the extended warranty)1 wheel on the top rack replaced1 motor Edited 6/13  This spring, I had the MOTOR replaced.  Still under warranty, thank goodness, but they took the whole unit out, flipped it over, and put in a new MOTOR. SERIOUSLY? Warranty is up this December, and I might just eat the cost of this lemon and buy something else instead of renewing the Extended Warranty.  Also, part of my spray system on the ceiling of the unit has fallen off, but it's too small of a repair to try to get someone out to fix it.Plus, the buttons on the control panel are so sensitive. They are like ipod touch buttons, and respond to the slightest pressure. If you brush them with your belly while you are leaning over the couter to pick something up, or lean against the dishwasher while it is running, there is a good chance you will hit the Cancel/Drain button and shut it off. The cycle is about 2-3 hours, so it's really a pain when this happens. 	jacqu95	10-25-2015 20:31:16	Performance Defect		Button Component Defect	Other Complaint	Yes	Sensitivity should also be a complaint.	false
86137505	Lots of people seem to dislike this unit, but we've had it for nearly a year now without any issues.  It's quiet, easy to use and works great.  I installed it myself with no issues and it has worked nearly flawless (much better than our 15 year old Maytag).  I like the adjustable top rack and the utensil tray works great!We've been very happy with this one. 	jacqu95	10-25-2015 20:31:16	No Defect		No Component Defect	No Complaint	No		false
65099926	Hours before buying this I never knew such a thing existed! Worked better than imagined. Cleaning with vinegar every few months will keep glasses spotless. After three wonderful years, the water pump died (inexpensive to replace), I installed a new one but after a few months, it was never the same. Everything ended up with horrible water stains. Great will it lasted! 	jacqu95	10-25-2015 20:33:36	Performance Defect		Pump Component Defect	Cleanliness Complaint	Yes		false
39759473	The dishwasher cleaned pretty well but we had it for 2 days and it started leaking out of the pump. Not a trickle, but a smallish steady stream coming frk underneath. Don't buy this dishwasher... 	jacqu95	10-25-2015 20:33:36	Performance Defect		Pump Component Defect	Leak Complaint	Yes		false
